Age,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Research & Development,1,4,1,4,Male,3,1,Laboratory Technician,3,2154,Yes,11,3,3,5,2,2,4,2,0,2
44,No,Research & Development,4,2,1,3,Male,4,5,Manager,1,19190,No,14,3,4,26,4,2,25,9,14,13
34,No,Human Resources,11,3,1,3,Male,2,2,Human Resources,2,4490,No,11,3,4,14,5,4,10,9,1,8
35,No,Research & Development,6,1,1,3,Male,3,1,Research Scientist,3,3506,Yes,14,3,4,4,3,3,3,2,2,2
42,No,Research & Development,7,4,1,2,Female,4,2,Research Scientist,2,2372,Yes,16,3,4,18,2,3,1,0,0,0
43,No,Sales,4,4,1,4,Female,2,3,Sales Executive,4,10231,No,14,3,4,23,3,4,21,7,15,17
36,No,Research & Development,2,4,1,3,Female,3,2,Manufacturing Director,2,5410,Yes,11,3,4,18,2,3,16,14,5,12
44,Yes,Research & Development,15,3,1,1,Female,3,3,Healthcare Representative,4,7978,No,11,3,4,10,2,3,10,7,0,5
28,No,Research & Development,2,3,1,4,Male,2,1,Laboratory Technician,4,3867,Yes,12,3,2,2,2,3,2,2,2,2
51,No,Research & Development,6,2,1,2,Female,2,1,Laboratory Technician,3,2838,No,14,3,2,8,6,2,7,0,7,7
30,No,Research & Development,9,2,1,3,Female,3,2,Manufacturing Director,3,4695,Yes,18,3,3,10,3,3,8,4,1,7
29,Yes,Research & Development,7,3,1,2,Female,3,1,Laboratory Technician,3,3339,Yes,13,3,1,10,2,3,7,7,7,7
28,No,Research & Development,1,3,1,4,Male,3,1,Research Scientist,1,2080,No,11,3,2,5,2,2,3,2,1,2
25,No,Research & Development,1,3,1,4,Female,3,1,Research Scientist,2,2096,No,18,3,4,2,3,2,2,2,2,1
32,No,Sales,8,3,1,3,Male,4,2,Sales Executive,4,6209,No,15,3,3,10,4,4,10,7,0,8
45,No,Research & Development,25,3,1,2,Female,3,5,Manager,2,18061,No,22,4,3,22,4,3,0,0,0,0
39,No,Research & Development,13,4,1,3,Female,2,4,Manager,2,17123,Yes,13,3,4,21,4,3,19,9,15,2
58,No,Research & Development,23,4,1,1,Male,3,1,Research Scientist,3,2372,No,12,3,4,2,3,3,2,2,2,2
32,Yes,Research & Development,7,2,1,4,Male,3,2,Laboratory Technician,3,4883,No,18,3,1,10,3,3,10,4,1,1
39,Yes,Research & Development,23,3,1,3,Male,3,1,Research Scientist,1,3904,No,13,3,1,6,2,3,5,2,0,3
30,No,Research & Development,6,3,1,1,Female,2,2,Laboratory Technician,4,4627,No,12,3,1,10,6,3,9,2,6,7
36,No,Research & Development,10,4,1,4,Female,3,3,Healthcare Representative,3,7094,No,12,3,1,10,0,3,7,7,1,7
46,No,Human Resources,1,2,1,4,Female,3,1,Human Resources,1,3423,No,12,3,3,10,3,4,7,6,5,7
28,No,Research & Development,1,3,1,3,Female,1,2,Laboratory Technician,4,6674,No,11,3,1,10,6,3,9,8,7,5
50,No,Research & Development,28,3,1,4,Female,3,4,Research Director,1,16880,Yes,11,3,2,25,2,3,3,2,1,2
40,Yes,Sales,25,4,1,4,Male,2,3,Sales Executive,2,9094,Yes,12,3,3,9,2,3,5,4,1,0
52,Yes,Sales,5,3,1,2,Male,3,3,Sales Executive,2,8446,Yes,19,3,3,10,2,2,8,7,7,7
30,No,Research & Development,17,4,1,2,Female,3,3,Manager,1,11916,Yes,23,4,4,9,2,3,9,1,0,8
39,No,Research & Development,18,2,1,1,Male,3,2,Manufacturing Director,3,4534,No,11,3,1,9,6,3,8,7,1,7
31,No,Sales,2,4,1,4,Female,3,3,Sales Executive,3,9852,Yes,19,3,1,10,5,2,10,8,9,6
41,No,Sales,10,2,1,3,Male,1,2,Sales Executive,2,6151,No,13,3,1,19,4,3,19,2,11,9
31,Yes,Sales,1,3,1,4,Female,3,1,Sales Representative,2,2302,Yes,11,3,1,3,2,4,3,2,2,2
44,Yes,Research & Development,3,3,1,1,Male,3,1,Laboratory Technician,1,2362,No,12,3,3,10,4,4,3,2,1,2
42,No,Research & Development,2,1,1,3,Male,3,4,Manager,3,17861,Yes,13,3,4,21,3,2,20,8,2,10
55,No,Research & Development,2,2,1,4,Female,1,5,Manager,3,19187,No,14,3,4,23,5,3,19,9,9,11
56,No,Human Resources,8,4,1,4,Male,3,5,Manager,2,19717,No,14,3,1,36,4,3,7,3,7,7
40,No,Research & Development,16,2,1,3,Male,3,1,Research Scientist,3,3544,No,16,3,2,6,0,3,4,2,0,0
34,No,Research & Development,9,3,1,4,Male,3,3,Healthcare Representative,4,8500,No,11,3,4,10,0,2,9,7,1,6
40,No,Research & Development,2,3,1,3,Male,3,2,Research Scientist,4,4661,No,13,3,3,9,4,3,9,8,8,8
41,No,Sales,1,3,1,3,Female,3,2,Sales Executive,1,4103,No,17,3,4,10,2,3,9,3,1,7
35,No,Research & Development,4,4,1,3,Male,3,2,Research Scientist,3,4249,Yes,11,3,2,9,3,3,9,6,1,1
51,No,Human Resources,5,3,1,3,Male,3,4,Manager,2,14026,Yes,11,3,2,33,2,3,33,9,0,10
38,No,Sales,2,2,1,2,Female,3,2,Sales Executive,1,6893,No,15,3,4,11,3,3,7,7,1,7
34,No,Sales,15,2,1,3,Female,3,2,Sales Executive,1,6125,No,12,3,4,10,6,4,10,8,9,6
25,No,Research & Development,19,1,1,4,Male,3,1,Laboratory Technician,4,3669,No,11,3,3,7,6,2,3,2,1,2
58,Yes,Research & Development,7,4,1,3,Female,2,3,Manufacturing Director,1,10008,Yes,14,3,4,31,0,2,10,9,5,9
40,No,Research & Development,1,4,1,2,Male,3,1,Laboratory Technician,2,2387,No,22,4,3,7,3,3,4,2,0,3
36,No,Sales,7,3,1,1,Female,4,2,Sales Executive,1,4639,No,16,3,4,17,2,2,15,7,6,13
48,No,Research & Development,4,3,1,4,Male,3,3,Manufacturing Director,4,7898,No,11,3,3,11,2,3,10,9,0,8
27,No,Sales,11,3,1,3,Female,4,1,Sales Representative,4,2534,No,14,3,2,5,4,3,1,0,0,0
51,No,Research & Development,11,2,1,4,Female,2,4,Manufacturing Director,2,13142,No,16,3,2,29,1,2,5,2,0,3
18,No,Research & Development,1,3,1,4,Female,3,1,Laboratory Technician,4,1611,No,15,3,3,0,5,4,0,0,0,0
35,No,Research & Development,1,3,1,4,Female,2,2,Laboratory Technician,4,5363,No,12,3,2,10,0,3,9,7,0,0
27,No,Sales,2,1,1,4,Male,1,2,Sales Executive,4,5071,No,20,4,2,8,3,3,6,2,0,0
55,Yes,Sales,13,4,1,1,Male,4,4,Sales Executive,3,13695,Yes,17,3,3,24,2,2,19,7,3,8
56,No,Research & Development,23,3,1,4,Male,3,4,Manufacturing Director,2,13402,Yes,12,3,1,33,0,3,19,16,15,9
34,No,Research & Development,26,1,1,1,Female,2,1,Research Scientist,3,2029,No,20,4,3,5,2,3,5,4,0,0
40,No,Research & Development,2,1,1,2,Female,4,2,Healthcare Representative,3,6377,No,20,4,2,15,0,3,12,11,11,8
34,No,Research & Development,29,3,1,2,Male,3,2,Laboratory Technician,3,5429,No,13,3,1,10,1,3,8,7,7,7
31,Yes,Sales,2,3,1,3,Female,2,1,Sales Representative,4,2785,No,14,3,3,3,3,4,1,0,0,0
35,Yes,Sales,18,4,1,4,Female,3,2,Sales Executive,3,4614,Yes,18,3,3,5,0,2,4,2,3,2
38,No,Research & Development,7,3,1,4,Male,4,1,Research Scientist,3,2610,No,11,3,4,4,2,3,4,2,0,3
34,No,Research & Development,2,4,1,3,Female,3,2,Healthcare Representative,4,6687,No,11,3,4,14,2,4,14,11,4,11
28,No,Sales,26,3,1,3,Male,2,2,Sales Executive,1,4724,No,11,3,3,5,0,3,5,3,0,4
31,Yes,Research & Development,22,4,1,4,Male,3,2,Manufacturing Director,3,6179,Yes,15,3,4,10,3,2,10,2,6,7
39,No,Sales,21,4,1,1,Male,2,2,Sales Executive,4,6120,Yes,12,3,4,8,2,4,5,4,1,4
51,No,Sales,2,3,1,2,Male,3,3,Sales Executive,2,10596,No,11,3,2,14,5,3,4,2,3,2
41,No,Research & Development,22,3,1,4,Female,3,2,Research Scientist,4,5467,Yes,14,3,1,12,4,2,6,2,3,3
37,No,Research & Development,4,1,1,3,Male,3,1,Research Scientist,3,2996,Yes,15,3,4,8,2,3,6,4,1,3
33,No,Sales,5,1,1,2,Male,3,2,Sales Executive,4,9998,No,13,3,1,8,2,4,5,4,1,2
32,No,Sales,2,1,1,3,Male,3,2,Sales Executive,2,4078,Yes,13,3,1,4,3,2,3,2,1,2
39,No,Research & Development,25,2,1,3,Male,3,3,Healthcare Representative,3,10920,No,21,4,2,13,2,3,6,4,0,5
25,No,Sales,18,1,1,1,Male,4,2,Sales Executive,3,6232,No,11,3,2,6,3,2,3,2,1,2
52,No,Research & Development,28,2,1,4,Female,4,4,Manufacturing Director,3,13247,Yes,11,3,2,24,3,2,5,3,0,2
43,No,Research & Development,6,3,1,1,Female,2,2,Research Scientist,3,4081,Yes,14,3,1,20,3,1,20,7,1,8
27,No,Sales,10,3,1,4,Female,2,2,Sales Executive,4,5769,Yes,11,3,4,6,3,3,6,2,4,4
27,Yes,Research & Development,17,4,1,4,Female,3,1,Research Scientist,3,2394,Yes,13,3,4,8,2,3,8,2,7,7
26,No,Research & Development,2,1,1,1,Male,2,1,Research Scientist,4,3904,No,12,3,4,5,2,3,4,3,1,1
42,No,Human Resources,10,3,1,3,Female,3,4,Manager,1,16799,No,14,3,3,21,5,3,20,7,0,9
52,No,Research & Development,8,4,1,3,Female,3,1,Laboratory Technician,1,2950,No,13,3,3,12,2,1,5,4,0,4
37,No,Research & Development,11,3,1,1,Female,3,1,Laboratory Technician,3,3629,No,18,3,1,8,6,3,3,2,0,2
35,No,Research & Development,18,2,1,3,Male,3,3,Manufacturing Director,4,9362,No,11,3,3,10,2,3,2,2,2,2
25,No,Research & Development,1,3,1,1,Male,3,1,Laboratory Technician,4,3229,No,11,3,2,7,2,2,3,2,0,2
26,No,Research & Development,7,3,1,3,Male,4,1,Laboratory Technician,1,3578,No,12,3,4,8,2,3,7,7,0,7
29,No,Human Resources,17,3,1,2,Male,2,3,Human Resources,1,7988,No,13,3,1,10,3,2,10,9,0,9
49,Yes,Research & Development,28,2,1,1,Male,2,2,Laboratory Technician,1,4284,No,20,4,1,20,2,3,4,3,1,3
29,Yes,Research & Development,14,1,1,3,Female,3,3,Healthcare Representative,4,7553,Yes,12,3,1,9,1,3,8,7,7,7
54,No,Research & Development,1,3,1,4,Female,3,4,Research Director,4,17328,No,19,3,4,29,3,2,20,7,12,7
58,No,Research & Development,1,3,1,4,Female,3,5,Research Director,1,19701,Yes,21,4,3,32,3,3,9,8,1,5
55,No,Research & Development,1,4,1,2,Male,4,4,Research Director,4,14732,No,13,3,4,31,4,4,7,7,0,0
36,No,Sales,3,4,1,1,Female,3,2,Sales Executive,2,9278,Yes,16,3,4,15,3,3,5,4,0,1
31,Yes,Sales,1,4,1,2,Female,1,1,Sales Representative,3,1359,No,12,3,2,1,3,3,1,0,0,0
30,No,Sales,7,4,1,4,Female,3,2,Sales Executive,1,4779,No,14,3,2,8,3,3,3,2,0,2
31,No,Research & Development,8,5,1,1,Female,3,4,Research Director,2,16422,No,11,3,3,9,3,4,3,2,1,0
34,No,Research & Development,1,4,1,4,Male,3,1,Research Scientist,1,2996,No,14,3,3,10,2,3,4,3,1,3
31,Yes,Research & Development,8,3,1,1,Female,2,1,Research Scientist,2,1261,No,12,3,3,1,3,4,1,0,0,0
27,No,Research & Development,11,1,1,2,Male,3,1,Laboratory Technician,1,2099,No,14,3,2,6,3,4,5,0,1,4
36,No,Research & Development,4,4,1,1,Male,2,2,Laboratory Technician,4,5810,No,16,3,3,10,2,2,10,4,1,8
36,No,Sales,16,4,1,3,Female,2,2,Sales Executive,1,5647,No,13,3,1,11,3,2,3,2,0,2
47,No,Research & Development,1,3,1,1,Male,3,1,Research Scientist,4,3420,No,12,3,3,17,2,2,6,5,1,2
25,Yes,Sales,9,2,1,1,Male,2,1,Sales Representative,1,4400,No,12,3,1,6,2,3,3,2,2,2
37,No,Research & Development,5,2,1,3,Male,4,1,Laboratory Technician,3,3500,No,14,3,1,7,2,1,6,5,1,3
56,No,Research & Development,1,2,1,1,Female,3,1,Research Scientist,1,2066,No,22,4,4,5,3,4,3,2,1,0
47,No,Research & Development,2,4,1,1,Female,3,4,Research Director,3,17169,No,19,3,2,26,2,4,20,17,5,6
24,No,Sales,4,1,1,4,Female,3,2,Sales Executive,3,4162,Yes,12,3,3,5,3,3,5,4,0,3
32,No,Sales,7,5,1,4,Male,3,2,Sales Executive,4,9204,No,12,3,3,7,3,2,4,3,0,3
34,No,Research & Development,1,3,1,4,Female,2,1,Laboratory Technician,2,3294,No,17,3,1,7,2,2,5,4,0,2
41,No,Research & Development,5,5,1,2,Male,4,1,Research Scientist,3,2127,Yes,12,3,1,7,5,2,4,2,0,3
40,No,Research & Development,9,4,1,3,Male,3,2,Laboratory Technician,3,3975,No,11,3,3,11,2,4,8,7,0,7
31,No,Sales,8,2,1,1,Male,3,3,Sales Executive,4,10793,No,18,3,1,13,5,3,13,7,9,9
46,Yes,Sales,9,3,1,1,Male,3,3,Sales Executive,4,10096,No,11,3,1,28,1,4,7,7,4,3
39,Yes,Research & Development,2,3,1,1,Female,2,1,Laboratory Technician,1,3646,Yes,23,4,2,11,2,4,1,0,0,0
31,Yes,Research & Development,1,5,1,3,Female,4,3,Manufacturing Director,2,7446,No,11,3,1,10,2,3,10,8,4,7
45,No,Research & Development,20,3,1,2,Male,1,3,Healthcare Representative,1,10851,Yes,18,3,2,24,2,3,7,7,0,7
31,No,Human Resources,8,2,1,4,Female,4,1,Human Resources,2,2109,No,18,3,4,8,3,3,3,2,0,2
31,Yes,Research & Development,2,3,1,2,Male,3,1,Laboratory Technician,4,3722,Yes,13,3,3,7,2,1,2,2,2,2
45,No,Research & Development,29,3,1,2,Male,3,3,Manufacturing Director,4,9380,Yes,18,3,4,10,4,4,3,1,1,2
48,No,Sales,7,3,1,3,Male,3,2,Sales Executive,1,5486,No,11,3,1,15,3,3,2,2,2,2
34,Yes,Human Resources,9,4,1,1,Female,3,1,Human Resources,3,2742,No,15,3,4,2,0,3,2,2,2,2
40,No,Research & Development,8,1,1,4,Male,2,3,Research Director,2,13757,No,11,3,3,16,5,3,9,8,4,8
28,No,Sales,5,3,1,4,Male,3,2,Sales Executive,1,8463,No,18,3,4,6,4,3,5,4,1,3
44,No,Research & Development,5,3,1,3,Male,2,1,Laboratory Technician,3,3162,No,14,3,4,7,5,3,5,2,0,3
53,No,Research & Development,2,3,1,4,Male,4,4,Research Director,2,16598,No,12,3,2,35,2,2,9,8,8,8
49,No,Research & Development,5,4,1,1,Male,3,2,Healthcare Representative,3,6651,No,14,3,2,20,0,2,3,2,1,2
40,No,Research & Development,2,3,1,3,Male,3,1,Research Scientist,3,2345,No,14,3,3,8,3,4,3,1,1,2
44,No,Research & Development,20,3,1,4,Male,3,1,Research Scientist,2,3420,No,13,3,3,6,3,2,5,2,1,3
33,No,Sales,7,3,1,4,Male,3,2,Sales Executive,1,4373,No,14,3,1,5,2,3,4,3,0,3
34,No,Sales,3,3,1,4,Male,1,2,Sales Executive,1,4759,No,18,3,4,15,2,3,13,9,3,12
30,No,Sales,16,1,1,4,Male,3,2,Sales Executive,3,5301,No,15,3,3,4,2,2,2,1,2,2
42,No,Research & Development,9,2,1,1,Female,3,1,Laboratory Technician,4,3673,No,13,3,3,12,3,3,12,9,5,8
44,No,Sales,1,5,1,1,Female,3,2,Sales Executive,3,4768,No,12,3,3,11,4,2,1,0,0,0
30,No,Research & Development,7,3,1,3,Male,3,1,Research Scientist,3,1274,No,13,3,2,1,2,2,1,0,0,0
57,No,Research & Development,1,2,1,2,Male,4,2,Research Scientist,3,4900,No,24,4,1,13,2,2,12,9,2,8
49,No,Research & Development,7,4,1,3,Male,3,3,Healthcare Representative,2,10466,No,14,3,2,29,3,3,8,7,0,7
34,No,Research & Development,15,3,1,2,Male,3,4,Research Director,1,17007,No,14,3,4,16,3,2,14,8,6,9
28,Yes,Sales,1,3,1,1,Male,3,1,Sales Representative,3,2909,No,15,3,4,5,3,4,3,2,1,2
29,Yes,Sales,13,3,1,1,Female,3,2,Sales Executive,2,5765,No,11,3,1,7,4,1,5,3,0,0
34,Yes,Sales,24,4,1,1,Female,2,2,Sales Executive,2,4599,Yes,23,4,3,16,2,4,15,9,10,10
35,No,Sales,7,1,1,4,Male,3,1,Sales Representative,3,2404,No,13,3,1,1,3,3,1,0,0,0
24,Yes,Research & Development,9,3,1,2,Male,3,1,Laboratory Technician,1,3172,Yes,11,3,3,4,2,2,0,0,0,0
24,No,Sales,13,2,1,4,Female,3,1,Sales Representative,2,2033,No,13,3,3,1,2,3,1,0,0,0
44,No,Research & Development,2,1,1,2,Male,3,3,Manufacturing Director,3,10209,Yes,18,3,2,16,2,2,2,2,2,2
29,No,Sales,19,3,1,3,Male,2,2,Sales Executive,3,8620,No,14,3,3,10,3,3,10,7,0,4
30,No,Human Resources,1,3,1,3,Male,3,1,Human Resources,3,2064,No,21,4,1,6,3,4,5,3,1,3
55,No,Research & Development,4,4,1,4,Male,3,2,Healthcare Representative,3,4035,Yes,16,3,2,4,2,3,3,2,1,2
33,No,Research & Development,4,4,1,1,Female,2,1,Laboratory Technician,2,3838,No,11,3,4,8,5,3,5,4,0,2
47,No,Sales,14,3,1,3,Female,3,2,Sales Executive,3,4591,Yes,17,3,3,11,4,2,5,4,1,2
28,Yes,Research & Development,2,2,1,3,Male,2,1,Laboratory Technician,1,2561,No,11,3,3,8,2,2,0,0,0,0
28,No,Research & Development,1,3,1,1,Male,2,1,Research Scientist,3,1563,No,14,3,4,1,2,1,1,0,0,0
28,No,Sales,7,3,1,3,Male,3,2,Sales Executive,1,4898,No,14,3,4,5,5,3,4,2,1,3
49,No,Research & Development,3,2,1,3,Female,2,2,Laboratory Technician,1,4789,No,25,4,1,10,3,3,3,2,1,2
29,No,Research & Development,2,1,1,4,Female,3,1,Laboratory Technician,2,3180,No,13,3,3,4,3,3,3,2,0,2
28,No,Research & Development,29,1,1,3,Male,1,2,Manufacturing Director,2,6549,No,14,3,2,8,2,2,8,6,1,7
33,No,Research & Development,8,5,1,4,Male,3,2,Healthcare Representative,3,6388,Yes,17,3,1,14,6,3,0,0,0,0
32,No,Research & Development,10,3,1,3,Male,3,3,Manager,4,11244,No,25,4,2,10,5,4,5,2,0,0
54,No,Research & Development,11,4,1,2,Female,3,4,Manager,4,16032,No,20,4,1,26,2,3,14,9,1,12
29,Yes,Research & Development,1,4,1,1,Male,2,1,Research Scientist,1,2362,No,13,3,3,11,2,1,9,7,0,7
44,No,Research & Development,28,3,1,4,Male,3,4,Research Director,1,16328,No,13,3,3,24,1,4,20,6,14,17
39,No,Research & Development,6,3,1,2,Female,3,3,Manufacturing Director,2,8376,No,18,3,4,9,3,3,2,0,2,2
46,No,Sales,3,3,1,3,Female,3,4,Manager,2,16606,No,12,3,4,23,2,4,13,12,5,1
35,No,Research & Development,16,3,1,4,Female,2,3,Healthcare Representative,2,8606,No,19,3,4,11,3,1,11,8,3,3
23,No,Research & Development,20,1,1,1,Male,3,2,Laboratory Technician,3,2272,No,14,3,2,5,2,3,4,3,1,2
40,Yes,Research & Development,9,4,1,4,Male,3,1,Laboratory Technician,1,2018,No,14,3,2,15,3,1,5,4,1,0
34,No,Sales,1,3,1,4,Male,2,3,Sales Executive,3,7083,Yes,14,3,4,10,3,3,10,9,8,6
31,Yes,Research & Development,3,3,1,4,Female,3,1,Research Scientist,3,4084,No,12,3,1,7,2,1,7,2,7,7
50,No,Research & Development,22,5,1,3,Male,1,4,Research Director,4,14411,Yes,13,3,4,32,2,3,32,6,13,9
34,No,Sales,7,2,1,2,Male,3,1,Sales Representative,3,2308,Yes,25,4,2,12,4,3,11,10,5,7
42,No,Research & Development,2,3,1,3,Male,2,1,Laboratory Technician,2,4841,No,14,3,2,4,3,3,1,0,0,0
37,No,Research & Development,13,3,1,1,Male,3,2,Research Scientist,4,4285,No,17,3,1,10,2,3,10,8,3,7
29,No,Research & Development,8,1,1,3,Female,1,2,Healthcare Representative,1,9715,No,13,3,3,9,3,3,7,7,0,7
33,No,Research & Development,25,3,1,4,Male,2,2,Manufacturing Director,2,4320,No,13,3,4,5,2,3,5,3,0,2
45,No,Research & Development,28,3,1,4,Male,3,1,Research Scientist,4,2132,No,20,4,4,8,3,3,5,4,0,3
42,No,Research & Development,2,3,1,4,Male,3,3,Healthcare Representative,4,10124,Yes,14,3,3,24,3,1,20,8,13,9
40,No,Sales,9,2,1,1,Male,3,2,Sales Executive,1,5473,No,12,3,4,9,5,4,8,4,7,1
33,No,Research & Development,28,4,1,2,Male,3,2,Laboratory Technician,3,5207,Yes,12,3,2,15,3,3,15,14,5,7
40,No,Human Resources,6,2,1,3,Male,3,4,Manager,4,16437,Yes,21,4,4,21,2,3,21,7,7,7
24,No,Research & Development,21,2,1,3,Male,2,1,Laboratory Technician,1,2296,No,14,3,2,2,3,3,1,1,0,0
40,No,Research & Development,8,2,1,4,Male,3,2,Healthcare Representative,4,4069,Yes,18,3,3,8,2,3,2,2,2,2
45,No,Research & Development,1,4,1,1,Male,3,3,Healthcare Representative,2,7441,No,12,3,1,10,4,3,10,8,7,7
35,No,Sales,28,4,1,2,Female,2,1,Sales Representative,3,2430,No,23,4,1,6,5,3,5,3,4,2
32,No,Research & Development,5,2,1,4,Female,2,2,Research Scientist,2,5878,No,12,3,1,12,2,3,7,1,2,5
36,No,Sales,2,4,1,3,Male,3,1,Sales Representative,4,2644,Yes,21,4,4,7,3,2,3,2,1,2
48,No,Sales,16,4,1,3,Female,3,2,Sales Executive,3,6439,No,14,3,3,18,2,3,8,7,7,7
29,No,Research & Development,9,3,1,3,Male,4,1,Research Scientist,3,2451,No,18,3,1,5,2,2,1,0,0,0
33,No,Sales,8,4,1,1,Male,3,2,Sales Executive,1,6392,No,13,3,4,8,6,1,2,2,2,2
30,Yes,Sales,1,3,1,2,Male,2,2,Sales Executive,1,9714,No,11,3,4,10,4,3,10,8,6,7
38,No,Human Resources,10,4,1,3,Male,3,2,Human Resources,3,6077,No,11,3,3,10,2,3,6,3,1,2
35,No,Research & Development,1,3,1,4,Male,2,1,Laboratory Technician,1,2450,No,19,3,2,3,3,3,3,0,1,2
30,No,Sales,29,4,1,3,Male,3,3,Sales Executive,2,9250,No,12,3,2,9,3,3,4,2,1,3
35,Yes,Research & Development,2,3,1,1,Female,3,1,Laboratory Technician,1,2074,Yes,12,3,4,1,2,3,1,0,0,0
53,Yes,Research & Development,2,5,1,3,Female,2,3,Manufacturing Director,4,10169,No,16,3,2,34,4,3,33,7,1,9
38,Yes,Research & Development,2,3,1,3,Male,3,2,Manufacturing Director,2,4855,No,11,3,1,7,2,3,5,2,1,4
32,No,Research & Development,1,4,1,4,Male,3,2,Research Scientist,1,4087,No,14,3,2,9,3,2,6,5,1,2
48,No,Research & Development,15,4,1,3,Female,3,1,Research Scientist,1,2367,No,12,3,4,10,3,2,8,2,7,6
34,No,Research & Development,7,4,1,1,Male,3,1,Research Scientist,4,2972,No,13,3,3,1,4,1,1,0,0,0
55,No,Sales,26,5,1,3,Male,2,5,Manager,4,19586,No,21,4,3,36,3,3,36,6,2,13
34,No,Research & Development,1,4,1,2,Male,3,2,Research Scientist,4,5484,No,17,3,2,9,3,2,2,2,2,1
26,No,Research & Development,3,3,1,1,Female,3,1,Research Scientist,4,2061,No,21,4,1,1,5,3,1,0,0,0
38,No,Sales,14,3,1,3,Male,3,2,Sales Executive,2,9924,No,11,3,4,10,3,3,9,8,7,7
38,No,Sales,16,3,1,2,Female,3,2,Sales Executive,2,4198,No,12,3,2,8,5,4,3,2,1,2
36,No,Sales,1,4,1,2,Female,3,2,Sales Executive,3,6815,No,13,3,1,15,5,3,1,0,0,0
29,No,Research & Development,3,1,1,2,Male,3,1,Laboratory Technician,1,4723,Yes,18,3,4,10,3,3,10,9,1,5
35,No,Research & Development,10,4,1,1,Female,3,2,Healthcare Representative,3,6142,Yes,16,3,3,10,4,3,5,2,0,4
39,No,Sales,6,3,1,4,Male,4,3,Sales Executive,3,8237,No,11,3,1,11,3,3,7,6,7,6
29,No,Research & Development,2,1,1,1,Male,3,2,Healthcare Representative,4,8853,No,19,3,4,6,0,4,6,4,1,3
50,No,Sales,9,3,1,3,Male,3,5,Manager,3,19331,Yes,16,3,3,27,2,3,1,0,0,0
23,No,Research & Development,10,3,1,4,Male,4,1,Research Scientist,3,2073,No,16,3,4,4,2,3,2,2,2,2
36,No,Research & Development,6,4,1,1,Male,4,2,Laboratory Technician,1,5562,Yes,13,3,4,9,3,3,3,2,0,2
42,No,Research & Development,9,2,1,4,Male,2,5,Manager,4,19613,No,22,4,4,24,2,3,1,0,0,1
35,No,Research & Development,28,3,1,2,Male,4,2,Laboratory Technician,3,3407,No,17,3,4,10,3,2,10,9,6,8
34,No,Research & Development,10,4,1,4,Male,2,2,Healthcare Representative,3,5063,No,14,3,2,8,3,2,8,2,7,7
40,No,Sales,14,2,1,4,Female,3,2,Sales Executive,1,4639,No,15,3,3,5,2,3,5,4,1,2
43,No,Research & Development,27,3,1,4,Male,4,1,Laboratory Technician,2,4876,No,12,3,3,8,0,3,6,4,0,2
35,No,Research & Development,7,2,1,3,Male,2,1,Laboratory Technician,4,2690,No,18,3,4,1,5,2,1,0,0,1
46,No,Sales,1,4,1,4,Male,4,4,Manager,1,17567,No,15,3,2,27,5,1,26,0,0,12
28,Yes,Research & Development,24,3,1,3,Male,3,1,Laboratory Technician,2,2408,Yes,17,3,3,1,3,3,1,1,0,0
22,No,Research & Development,26,2,1,2,Female,2,1,Research Scientist,3,2814,Yes,14,3,2,4,2,2,4,2,1,3
50,No,Research & Development,20,5,1,2,Male,3,4,Healthcare Representative,3,11245,Yes,15,3,3,32,3,3,30,8,12,13
32,No,Research & Development,5,4,1,2,Female,4,1,Research Scientist,4,3312,No,17,3,4,6,3,3,3,2,0,2
44,No,Research & Development,7,3,1,2,Female,3,5,Research Director,4,19049,Yes,14,3,4,23,4,2,22,7,1,10
30,No,Research & Development,7,3,1,2,Male,2,1,Research Scientist,2,2141,No,12,3,2,6,3,2,6,4,1,1
45,No,Research & Development,5,5,1,3,Female,1,2,Laboratory Technician,1,5769,Yes,14,3,1,10,3,3,10,7,1,4
45,No,Sales,26,3,1,1,Male,2,2,Sales Executive,1,4385,No,15,3,1,10,2,3,10,7,4,5
31,No,Sales,2,4,1,4,Male,3,2,Sales Executive,1,5332,No,13,3,4,10,3,3,5,2,0,3
36,No,Research & Development,12,4,1,3,Female,3,2,Manufacturing Director,3,4663,Yes,12,3,2,7,2,3,3,2,1,1
34,No,Research & Development,10,4,1,3,Male,4,2,Manufacturing Director,4,4724,No,13,3,1,9,3,3,9,7,7,2
49,No,Research & Development,25,4,1,3,Female,3,1,Laboratory Technician,1,3211,No,14,3,4,10,3,2,9,6,1,4
39,No,Research & Development,10,5,1,2,Male,3,2,Manufacturing Director,1,5377,No,13,3,4,10,3,3,7,7,7,7
27,No,Research & Development,19,3,1,4,Male,2,1,Laboratory Technician,1,4066,No,11,3,1,7,3,3,7,7,0,7
35,No,Research & Development,18,5,1,2,Male,4,2,Research Scientist,1,5208,No,11,3,4,16,2,3,16,15,1,10
28,No,Research & Development,27,3,1,2,Female,1,2,Manufacturing Director,1,4877,No,21,4,2,6,5,2,5,3,0,0
